spot_0,1,0,0,0,0
spot_1,1,0,2,0,2
spot_2,1,0,4,0,4
spot_3,1,0,6,0,6
spot_4,1,0,8,0,8
spot_5,1,0,10,0,10
spot_6,1,0,12,0,12
spot_7,1,0,14,0,14
spot_8,1,0,16,0,16
spot_9,1,0,18,0,18
spot_10,1,0,20,0,20
spot_11,1,0,22,0,22
spot_12,1,0,24,0,24
spot_13,1,0,26,0,26
spot_14,1,0,28,0,28
spot_15,1,0,30,0,30
spot_16,1,0,32,0,32
spot_17,1,0,34,0,34
spot_18,1,0,36,0,36
spot_19,1,0,38,0,38
spot_20,1,0,40,0,40
spot_21,1,0,42,0,42
spot_22,1,0,44,0,44
spot_23,1,0,46,0,46
spot_24,1,0,48,0,48
spot_25,1,0,50,0,50
spot_26,1,0,52,0,52
spot_27,1,0,54,0,54
spot_28,1,0,56,0,56
spot_29,1,0,58,0,58
spot_30,1,1,1,1,1
spot_31,1,1,3,1,3
spot_32,1,1,5,1,5
spot_33,1,1,7,1,7
spot_34,1,1,9,1,9
spot_35,1,1,11,1,11
spot_36,1,1,13,1,13
spot_37,1,1,15,1,15
spot_38,1,1,17,1,17
spot_39,1,1,19,1,19
spot_40,1,1,21,1,21
spot_41,1,1,23,1,23
spot_42,1,1,25,1,25
spot_43,1,1,27,1,27
spot_44,1,1,29,1,29
spot_45,1,1,31,1,31
spot_46,1,1,33,1,33
spot_47,1,1,35,1,35
spot_48,1,1,37,1,37
spot_49,1,1,39,1,39
spot_50,1,1,41,1,41
spot_51,1,1,43,1,43
spot_52,1,1,45,1,45
spot_53,1,1,47,1,47
spot_54,1,1,49,1,49
spot_55,1,1,51,1,51
spot_56,1,1,53,1,53
spot_57,1,1,55,1,55
spot_58,1,1,57,1,57
spot_59,1,1,59,1,59
spot_60,1,2,0,2,0
spot_61,1,2,2,2,2
spot_62,1,2,4,2,4
spot_63,1,2,6,2,6
spot_64,1,2,8,2,8
spot_65,1,2,10,2,10
spot_66,1,2,12,2,12
spot_67,1,2,14,2,14
spot_68,1,2,16,2,16
spot_69,1,2,18,2,18
spot_70,1,2,20,2,20
spot_71,1,2,22,2,22
spot_72,1,2,24,2,24
spot_73,1,2,26,2,26
spot_74,1,2,28,2,28
spot_75,1,2,30,2,30
spot_76,1,2,32,2,32
spot_77,1,2,34,2,34
spot_78,1,2,36,2,36
spot_79,1,2,38,2,38
spot_80,1,2,40,2,40
spot_81,1,2,42,2,42
spot_82,1,2,44,2,44
spot_83,1,2,46,2,46
spot_84,1,2,48,2,48
spot_85,1,2,50,2,50
spot_86,1,2,52,2,52
spot_87,1,2,54,2,54
spot_88,1,2,56,2,56
spot_89,1,2,58,2,58
spot_90,1,3,1,3,1
spot_91,1,3,3,3,3
spot_92,1,3,5,3,5
spot_93,1,3,7,3,7
spot_94,1,3,9,3,9
spot_95,1,3,11,3,11
spot_96,1,3,13,3,13
spot_97,1,3,15,3,15
spot_98,1,3,17,3,17
spot_99,1,3,19,3,19
spot_100,1,3,21,3,21
spot_101,1,3,23,3,23
spot_102,1,3,25,3,25
spot_103,1,3,27,3,27
spot_104,1,3,29,3,29
spot_105,1,3,31,3,31
spot_106,1,3,33,3,33
spot_107,1,3,35,3,35
spot_108,1,3,37,3,37
spot_109,1,3,39,3,39
spot_110,1,3,41,3,41
spot_111,1,3,43,3,43
spot_112,1,3,45,3,45
spot_113,1,3,47,3,47
spot_114,1,3,49,3,49
spot_115,1,3,51,3,51
spot_116,1,3,53,3,53
spot_117,1,3,55,3,55
spot_118,1,3,57,3,57
spot_119,1,3,59,3,59
spot_120,1,4,0,4,0
spot_121,1,4,2,4,2
spot_122,1,4,4,4,4
spot_123,1,4,6,4,6
spot_124,1,4,8,4,8
spot_125,1,4,10,4,10
spot_126,1,4,12,4,12
spot_127,1,4,14,4,14
spot_128,1,4,16,4,16
spot_129,1,4,18,4,18
spot_130,1,4,20,4,20
spot_131,1,4,22,4,22
spot_132,1,4,24,4,24
spot_133,1,4,26,4,26
spot_134,1,4,28,4,28
spot_135,1,4,30,4,30
spot_136,1,4,32,4,32
spot_137,1,4,34,4,34
spot_138,1,4,36,4,36
spot_139,1,4,38,4,38
spot_140,1,4,40,4,40
spot_141,1,4,42,4,42
spot_142,1,4,44,4,44
spot_143,1,4,46,4,46
spot_144,1,4,48,4,48
spot_145,1,4,50,4,50
spot_146,1,4,52,4,52
spot_147,1,4,54,4,54
spot_148,1,4,56,4,56
spot_149,1,4,58,4,58
spot_150,1,5,1,5,1
spot_151,1,5,3,5,3
spot_152,1,5,5,5,5
spot_153,1,5,7,5,7
spot_154,1,5,9,5,9
spot_155,1,5,11,5,11
spot_156,1,5,13,5,13
spot_157,1,5,15,5,15
spot_158,1,5,17,5,17
spot_159,1,5,19,5,19
spot_160,1,5,21,5,21
spot_161,1,5,23,5,23
spot_162,1,5,25,5,25
spot_163,1,5,27,5,27
spot_164,1,5,29,5,29
spot_165,1,5,31,5,31
spot_166,1,5,33,5,33
spot_167,1,5,35,5,35
spot_168,1,5,37,5,37
spot_169,1,5,39,5,39
spot_170,1,5,41,5,41
spot_171,1,5,43,5,43
spot_172,1,5,45,5,45
spot_173,1,5,47,5,47
spot_174,1,5,49,5,49
spot_175,1,5,51,5,51
spot_176,1,5,53,5,53
spot_177,1,5,55,5,55
spot_178,1,5,57,5,57
spot_179,1,5,59,5,59
spot_180,1,6,0,6,0
spot_181,1,6,2,6,2
spot_182,1,6,4,6,4
spot_183,1,6,6,6,6
spot_184,1,6,8,6,8
spot_185,1,6,10,6,10
spot_186,1,6,12,6,12
spot_187,1,6,14,6,14
spot_188,1,6,16,6,16
spot_189,1,6,18,6,18
spot_190,1,6,20,6,20
spot_191,1,6,22,6,22
spot_192,1,6,24,6,24
spot_193,1,6,26,6,26
spot_194,1,6,28,6,28
spot_195,1,6,30,6,30
spot_196,1,6,32,6,32
spot_197,1,6,34,6,34
spot_198,1,6,36,6,36
spot_199,1,6,38,6,38
spot_200,1,6,40,6,40
spot_201,1,6,42,6,42
spot_202,1,6,44,6,44
spot_203,1,6,46,6,46
spot_204,1,6,48,6,48
spot_205,1,6,50,6,50
spot_206,1,6,52,6,52
spot_207,1,6,54,6,54
spot_208,1,6,56,6,56
spot_209,1,6,58,6,58
spot_210,1,7,1,7,1
spot_211,1,7,3,7,3
spot_212,1,7,5,7,5
spot_213,1,7,7,7,7
spot_214,1,7,9,7,9
spot_215,1,7,11,7,11
spot_216,1,7,13,7,13
spot_217,1,7,15,7,15
spot_218,1,7,17,7,17
spot_219,1,7,19,7,19
spot_220,1,7,21,7,21
spot_221,1,7,23,7,23
spot_222,1,7,25,7,25
spot_223,1,7,27,7,27
spot_224,1,7,29,7,29
spot_225,1,7,31,7,31
spot_226,1,7,33,7,33
spot_227,1,7,35,7,35
spot_228,1,7,37,7,37
spot_229,1,7,39,7,39
spot_230,1,7,41,7,41
spot_231,1,7,43,7,43
spot_232,1,7,45,7,45
spot_233,1,7,47,7,47
spot_234,1,7,49,7,49
spot_235,1,7,51,7,51
spot_236,1,7,53,7,53
spot_237,1,7,55,7,55
spot_238,1,7,57,7,57
spot_239,1,7,59,7,59
spot_240,1,8,0,8,0
